order_id,customer_id,product_id,quantity,order_date,order_time,payment_method,order_status,shipping_city,discount_percentage
ORD-02733,1784,11,6,05/05/2026,0:34:45,e-wallet,cancelled,Aktau,0
ORD-02734,227,10,1,12/02/2026,0:10:26,e-wallet,completed,Estância Velha,0
ORD-02735,1884,2,2,25/06/2026,8:48:30,e-wallet,completed,Gérakas,0
ORD-02736,604,1,4,11/04/2026,4:10:41,,pending,Hecun,15
ORD-02737,107,5,6,21/02/2026,1:35:09,credit_card,completed,,0
ORD-02738,1781,8,1,03/05/2026,17:59:35,cod,completed,Tonantins,0
ORD-02739,1153,13,4,14/04/2026,18:08:20,bank_transfer,refunded,Candijay,0
ORD-02740,49,5,1,20/01/2026,0:50:15,e-wallet,completed,Xiaoguai,0
ORD-02741,820,11,2,01/02/2026,6:49:11,credit_card,completed,Veiga,10
ORD-02742,821,9,2,08/03/2026,15:06:47,e-wallet,cancelled,Cabimas,0
ORD-02743,549,5,2,31/05/2026,15:09:15,credit_card,completed,,0
ORD-02744,465,20,1,29/03/2026,,bank_transfer,refunded,Heshi,0
ORD-02745,239,2,4,17/06/2026,9:42:33,bank_transfer,pending,Aeka,0
ORD-02746,973,6,1,10/06/2026,2:11:06,e-wallet,completed,Liushun,15
ORD-02747,454,13,6,11/06/2026,2:47:24,bank_transfer,refunded,Akhfennir,0
ORD-02748,1252,3,5,30/04/2026,13:23:40,e-wallet,completed,Jesús Menéndez,0
ORD-02749,987,16,1,04/05/2026,3:19:49,bank_transfer,cancelled,Thoeng,0
ORD-02750,1534,3,4,02/02/2026,22:52:48,bank_transfer,cancelled,Liangdong,0
ORD-02751,933,1,5,18/02/2026,22:00:18,credit_card,refunded,Perniö,0
ORD-02752,883,18,5,11/02/2026,23:19:58,cod,pending,Saint-Quentin,0
ORD-02753,1184,9,3,,19:25:50,bank_transfer,pending,Tours,0
ORD-02754,1096,15,1,20/06/2026,1:03:16,e-wallet,pending,Shishan,0
ORD-02755,696,11,5,25/02/2026,13:41:51,bank_transfer,completed,Arlington,0
ORD-02756,1252,4,1,20/02/2026,0:53:58,e-wallet,refunded,Winong,30
ORD-02757,1842,17,2,26/06/2026,16:33:51,e-wallet,refunded,Ardirejo,0
ORD-02758,670,4,1,,7:34:17,cod,pending,Monticello,0
ORD-02759,581,11,1,08/06/2026,18:14:28,bank_transfer,pending,Araguaína,15
ORD-02760,1536,6,2,11/06/2026,6:34:43,e-wallet,refunded,Old Kilcullen,0
ORD-02761,1275,19,1,12/06/2026,10:54:58,bank_transfer,pending,Novi Kneževac,0
ORD-02762,645,7,4,24/03/2026,23:50:02,cod,pending,Cendagah,0
ORD-02763,835,10,1,08/03/2026,10:16:44,bank_transfer,cancelled,Belyayevka,0
ORD-02764,604,14,1,20/06/2026,5:51:06,credit_card,pending,Shalang,10
ORD-02765,1104,16,1,17/05/2026,23:41:39,credit_card,pending,Xianshui,0
ORD-02766,342,15,3,24/05/2026,2:36:46,e-wallet,pending,Longyuanba,0
ORD-02767,1074,2,3,20/05/2026,12:39:05,bank_transfer,pending,Vällingby,0
ORD-02768,1176,4,6,26/02/2026,9:39:35,e-wallet,cancelled,Moguqi,0
ORD-02769,335,19,3,07/02/2026,16:11:14,bank_transfer,pending,Tadrart,0
ORD-02770,33,9,3,24/02/2026,1:18:47,credit_card,pending,Konibodom,0
ORD-02771,854,3,2,29/04/2026,0:28:10,credit_card,completed,Kurnia,0
ORD-02772,1403,8,6,10/06/2026,10:15:59,e-wallet,cancelled,Mizunami,0
ORD-02773,1086,20,2,05/06/2026,13:57:29,,pending,Huipinggeng,0
ORD-02774,374,13,1,15/06/2026,23:42:36,credit_card,completed,Konstantinovo,0
ORD-02775,1337,16,1,17/01/2026,14:37:47,e-wallet,refunded,Alençon,15
ORD-02776,937,15,2,15/06/2026,23:18:06,,pending,Kostel,0
ORD-02777,1395,1,6,09/03/2026,1:21:37,e-wallet,completed,Yirshi,15
ORD-02778,635,11,4,10/06/2026,16:25:55,credit_card,completed,Langádhia,0
ORD-02779,1223,6,6,29/01/2026,18:02:48,bank_transfer,completed,Yanling,30
ORD-02780,1510,8,2,03/02/2026,1:40:19,e-wallet,completed,Xianlong,0
ORD-02781,1510,19,5,14/02/2026,4:30:01,cod,completed,Guanxi,0
ORD-02782,111,14,1,13/01/2026,2:34:42,e-wallet,completed,Mbalmayo,0
ORD-02783,268,9,2,03/05/2026,15:43:59,cod,cancelled,Lido,0
ORD-02784,654,10,5,31/01/2026,12:09:40,bank_transfer,cancelled,Mayisad,0
ORD-02785,1107,15,1,,13:52:36,e-wallet,refunded,Shali,0
ORD-02786,1726,6,4,26/04/2026,21:28:51,e-wallet,pending,Al Qarārah,0
ORD-02787,1926,20,1,20/05/2026,9:18:06,cod,cancelled,Крушопек,0
ORD-02788,638,19,2,03/05/2026,0:28:50,credit_card,refunded,Chamical,0
ORD-02789,812,14,4,14/01/2026,23:20:19,credit_card,pending,San Antonio,0
ORD-02790,1351,15,3,06/05/2026,2:33:05,bank_transfer,cancelled,Leon Postigo,0
ORD-02791,340,11,2,12/03/2026,16:56:51,bank_transfer,pending,Dhahab,0
ORD-02792,328,16,2,07/01/2026,7:38:20,bank_transfer,completed,Lannion,15
ORD-02793,557,1,5,01/03/2026,6:37:23,e-wallet,completed,Lughaye,0
ORD-02794,1735,19,7,29/06/2026,23:47:12,e-wallet,pending,Cucuyagua,0
ORD-02795,820,14,1,20/05/2026,12:05:36,e-wallet,completed,Ngadipuro,15
ORD-02796,1506,1,2,16/02/2026,11:26:04,e-wallet,completed,Heshi,15
ORD-02797,1147,4,2,15/01/2026,20:21:02,e-wallet,refunded,Płock,0
ORD-02798,195,14,1,14/05/2026,13:03:41,e-wallet,completed,Bužim,0
ORD-02799,1787,1,2,24/02/2026,13:29:16,bank_transfer,completed,Hetai,0
ORD-02800,74,14,2,19/03/2026,17:59:49,e-wallet,completed,Xiekou,0
ORD-02801,526,7,4,17/02/2026,22:16:55,bank_transfer,pending,La Esperanza,10
ORD-02802,832,9,2,19/04/2026,21:10:04,cod,refunded,Prado,30
ORD-02803,1682,1,2,01/06/2026,6:00:08,e-wallet,pending,Umm al Qaywayn,0
ORD-02804,720,13,1,23/03/2026,15:12:47,bank_transfer,refunded,Nysa,0
ORD-02805,21,7,1,05/06/2026,21:47:57,e-wallet,completed,Sosnovyy Bor,0
ORD-02806,229,16,2,10/06/2026,11:41:01,credit_card,pending,Guadalupe,0
ORD-02807,1706,15,5,06/01/2026,12:45:29,cod,completed,Yŏnggwang-ŭp,10
ORD-02808,1843,10,5,08/04/2026,4:22:16,bank_transfer,cancelled,Ararat,0
ORD-02809,1844,6,7,28/05/2026,12:32:57,cod,completed,Entradas,0
ORD-02810,645,18,4,02/04/2026,19:24:15,e-wallet,cancelled,Husów,30
ORD-02811,64,7,5,25/04/2026,11:13:25,e-wallet,pending,Digne-les-Bains,0
ORD-02812,352,13,3,06/01/2026,2:25:55,e-wallet,pending,Manta,0
ORD-02813,938,6,3,03/05/2026,16:37:33,bank_transfer,pending,Bagratashen,0
ORD-02814,1791,17,1,19/01/2026,12:55:09,credit_card,cancelled,Kościelec,0
ORD-02815,645,5,5,14/04/2026,4:52:20,bank_transfer,pending,Proença-a-Nova,0
ORD-02816,399,16,5,13/04/2026,4:02:58,e-wallet,completed,Omemee,0
ORD-02817,948,11,1,04/05/2026,20:14:06,bank_transfer,completed,Tanumshede,0
ORD-02818,1188,19,4,18/03/2026,3:17:45,e-wallet,cancelled,Bergamo,10
ORD-02819,386,14,4,29/01/2026,19:11:28,e-wallet,completed,Một Ngàn,10
ORD-02820,338,11,6,07/03/2026,8:08:36,e-wallet,completed,Richmond,0
ORD-02821,249,15,2,28/02/2026,6:26:51,credit_card,pending,Dowan,0
ORD-02822,805,3,1,26/05/2026,11:24:48,bank_transfer,completed,Novolugovoye,0
ORD-02823,512,3,1,24/06/2026,13:53:03,e-wallet,completed,Bongbong,0
ORD-02824,841,16,1,25/04/2026,8:07:37,cod,cancelled,Leninogorsk,15
ORD-02825,1610,13,1,26/06/2026,12:05:31,e-wallet,pending,Tomakomai,15
ORD-02826,1934,2,1,27/03/2026,0:52:10,e-wallet,completed,Biały Bór,0
ORD-02827,1784,19,1,03/04/2026,13:43:54,e-wallet,cancelled,,0
ORD-02828,825,6,7,06/03/2026,3:27:49,,pending,Sagrada Familia,0
ORD-02829,709,7,6,07/01/2026,3:33:16,bank_transfer,pending,Rupe,15
ORD-02830,442,17,5,23/02/2026,,bank_transfer,refunded,Henglu,0
ORD-02831,1589,9,1,25/02/2026,7:08:56,bank_transfer,completed,Dinalongan,0
ORD-02832,608,6,5,10/04/2026,12:22:09,e-wallet,cancelled,,0
ORD-02833,331,11,1,09/01/2026,21:10:40,e-wallet,refunded,Trąbki Wielkie,15
ORD-02834,1171,15,1,21/06/2026,11:11:42,e-wallet,cancelled,Offenbach,0
ORD-02835,1479,19,4,25/05/2026,12:54:45,e-wallet,cancelled,Calsib,0
ORD-02836,757,18,1,06/02/2026,8:51:10,bank_transfer,pending,Luján,0
ORD-02837,1326,5,2,18/03/2026,23:25:55,credit_card,pending,Fastiv,0
ORD-02838,1196,12,2,29/01/2026,17:47:23,e-wallet,cancelled,Costa Sacate,0
ORD-02839,110,2,2,24/05/2026,12:56:07,e-wallet,cancelled,Kinel’-Cherkassy,0
ORD-02840,266,1,1,10/02/2026,4:30:36,bank_transfer,completed,Goris,0
ORD-02841,749,5,1,16/06/2026,5:03:03,,pending,Tangkolo,0
ORD-02842,236,20,1,02/02/2026,19:15:40,e-wallet,cancelled,Quebrada de Arena,0
ORD-02843,996,18,7,13/03/2026,19:28:32,cod,completed,Padangpanjang,0
ORD-02844,527,6,3,15/05/2026,16:23:56,bank_transfer,pending,Chenxiang,0
ORD-02845,563,9,6,08/05/2026,8:46:52,e-wallet,completed,Meishan,0
ORD-02846,1888,1,2,24/05/2026,7:37:17,cod,pending,Dancheng,0
ORD-02847,1475,8,2,09/05/2026,20:20:25,bank_transfer,completed,Dengok,0
ORD-02848,1638,6,3,26/02/2026,0:01:12,e-wallet,completed,Muzaffargarh,0
ORD-02849,1225,15,2,14/01/2026,14:02:58,e-wallet,pending,Adtugan,0
ORD-02850,768,4,4,13/04/2026,16:34:15,bank_transfer,refunded,Sakon Nakhon,0
ORD-02851,161,11,4,27/04/2026,8:29:03,credit_card,refunded,Ron Phibun,0
ORD-02852,1764,19,3,06/04/2026,16:41:05,bank_transfer,refunded,Rijau,0
ORD-02853,1559,14,3,04/03/2026,14:44:56,credit_card,completed,Bolorejo,0
ORD-02854,1871,18,3,06/01/2026,20:53:45,e-wallet,completed,Taoyuan,0
ORD-02855,845,13,1,10/02/2026,21:20:47,bank_transfer,completed,Haocun,0
ORD-02856,634,16,5,06/06/2026,,bank_transfer,pending,Resistencia,0
ORD-02857,1465,10,5,02/02/2026,1:18:53,bank_transfer,completed,Igboho,0
ORD-02858,952,20,1,06/06/2026,13:52:40,e-wallet,pending,Rebrikha,0
ORD-02859,1193,15,2,29/06/2026,18:56:29,credit_card,completed,Chakwāl,0
ORD-02860,589,18,2,02/02/2026,17:55:45,cod,cancelled,Shuihu,0
ORD-02861,203,14,1,16/02/2026,20:09:23,e-wallet,completed,Ban Thaen,0
ORD-02862,963,13,2,20/05/2026,8:24:42,e-wallet,cancelled,Wysoka,0
ORD-02863,840,12,2,14/06/2026,18:14:49,e-wallet,cancelled,Shanggu,0
ORD-02864,1785,9,1,12/04/2026,16:31:19,cod,pending,Sasovo,0
ORD-02865,866,13,2,08/03/2026,15:35:17,credit_card,completed,Ramos West,0
ORD-02866,17,10,5,03/06/2026,3:35:10,credit_card,pending,Čelinac,0
ORD-02867,180,13,6,23/02/2026,17:16:25,e-wallet,completed,Coromandel,0
ORD-02868,1916,14,2,03/01/2026,3:15:26,credit_card,cancelled,Cergy-Pontoise,15
ORD-02869,988,18,3,22/03/2026,20:21:57,e-wallet,completed,Lewoeleng,0
ORD-02870,729,20,1,18/04/2026,2:54:14,e-wallet,completed,Bačka Palanka,10
ORD-02871,1501,19,2,10/04/2026,14:29:48,,cancelled,Cengang,0
ORD-02872,1596,13,1,25/04/2026,12:51:10,cod,refunded,Zhuozishan,0
ORD-02873,94,15,1,,14:18:58,cod,completed,Wyśmierzyce,0
ORD-02874,96,8,1,11/01/2026,1:16:06,credit_card,pending,Olinda,0
ORD-02875,1038,16,1,07/02/2026,12:05:44,e-wallet,pending,Orichi,0
ORD-02876,1859,12,6,29/01/2026,16:20:36,,refunded,Doko,0
ORD-02877,54,4,2,22/06/2026,12:45:32,e-wallet,completed,Conel,10
ORD-02878,1528,9,1,09/06/2026,0:48:05,cod,pending,Xiabuji,0
ORD-02879,192,16,2,08/04/2026,0:32:26,bank_transfer,completed,Río Grande,0
ORD-02880,1436,17,7,26/01/2026,14:10:15,e-wallet,completed,Shaxi,0
ORD-02881,682,6,1,11/05/2026,15:35:02,e-wallet,cancelled,Peroguarda,0
ORD-02882,1774,13,1,27/04/2026,22:54:37,bank_transfer,cancelled,‘Izrā,0
ORD-02883,1585,11,1,26/02/2026,21:43:29,cod,cancelled,Monte Santo de Minas,0
ORD-02884,106,12,4,21/06/2026,5:52:28,e-wallet,cancelled,Zhexiao,0
ORD-02885,1824,2,3,28/05/2026,20:38:22,e-wallet,completed,Pawing,0
ORD-02886,1522,3,5,16/02/2026,7:42:27,bank_transfer,completed,Yanai,0
ORD-02887,383,5,2,07/03/2026,11:12:32,bank_transfer,pending,Liuhuang,0
ORD-02888,872,20,1,10/02/2026,14:01:59,credit_card,cancelled,,0
ORD-02889,553,7,3,31/05/2026,13:38:33,bank_transfer,cancelled,Skarżysko-Kamienna,0
ORD-02890,850,8,2,19/02/2026,15:18:31,bank_transfer,cancelled,Llipa,0
ORD-02891,1328,7,3,18/01/2026,16:22:49,e-wallet,cancelled,Hongxi,0
ORD-02892,684,20,6,18/03/2026,12:27:02,credit_card,cancelled,Umanday Centro,10
ORD-02893,1429,4,4,29/03/2026,12:09:25,credit_card,pending,Židlochovice,0
ORD-02894,1482,11,4,23/01/2026,8:38:49,e-wallet,completed,,15
ORD-02895,1159,7,5,20/06/2026,21:31:49,e-wallet,cancelled,Palmar de Varela,0
ORD-02896,1894,9,3,18/03/2026,22:06:07,e-wallet,completed,Hongqi,0
ORD-02897,674,11,7,24/05/2026,14:11:44,bank_transfer,cancelled,Pedro García,0
ORD-02898,1943,8,6,18/03/2026,20:41:18,e-wallet,cancelled,Rybnoye,0
ORD-02899,1302,15,1,14/02/2026,0:57:13,credit_card,pending,Beigang,0
ORD-02900,188,1,1,,14:32:05,bank_transfer,pending,San Isidro,0
ORD-02901,289,11,4,27/02/2026,6:43:12,e-wallet,cancelled,Malhou,0
ORD-02902,298,10,3,05/06/2026,20:46:15,credit_card,completed,Abashiri,0
ORD-02903,908,2,4,05/01/2026,7:40:18,e-wallet,refunded,Saint-Denis,15
ORD-02904,603,8,2,17/01/2026,23:31:09,bank_transfer,pending,Xi’an,10
ORD-02905,1323,7,2,12/05/2026,20:51:48,e-wallet,completed,Lianghe,0
ORD-02906,1204,11,4,,1:03:44,cod,pending,Huancaray,30
ORD-02907,844,16,3,10/06/2026,15:47:55,,cancelled,Vardenik,0
ORD-02908,1903,3,7,14/01/2026,,credit_card,completed,San José,0
ORD-02909,174,13,4,17/04/2026,12:44:36,e-wallet,completed,Lamadong,0
ORD-02910,1122,20,5,11/03/2026,6:07:14,,completed,Nigel,0
ORD-02911,529,17,2,22/02/2026,16:14:54,bank_transfer,completed,Quibdó,15
ORD-02912,1153,4,5,09/02/2026,18:31:13,credit_card,completed,Forquilhinha,30
ORD-02913,516,2,2,13/02/2026,12:49:35,e-wallet,cancelled,Ilembula,0
ORD-02914,1220,16,2,20/06/2026,6:11:49,bank_transfer,completed,Kolomyya,15
ORD-02915,1753,11,1,21/04/2026,21:58:56,e-wallet,pending,,0
ORD-02916,766,9,1,,1:02:01,bank_transfer,completed,Ikot-Ekpene,0
ORD-02917,351,8,1,01/01/2026,17:22:10,e-wallet,completed,Lalukoen Dua,0
ORD-02918,853,5,1,18/02/2026,14:13:03,cod,pending,Laoqiao,0
ORD-02919,1779,4,5,,13:51:25,,completed,Duobagou,10
ORD-02920,700,2,7,18/01/2026,,bank_transfer,cancelled,San Agustín de Valle Fértil,15
ORD-02921,847,14,2,15/04/2026,4:11:21,bank_transfer,cancelled,Auas,0
ORD-02922,1210,3,3,11/04/2026,3:22:58,e-wallet,completed,Bošnjaci,0
ORD-02923,1263,20,1,09/01/2026,23:20:12,bank_transfer,completed,Rudnogorsk,10
ORD-02924,77,15,2,27/01/2026,,cod,completed,Rengasdengklok,0
ORD-02925,1468,17,5,21/03/2026,12:10:29,e-wallet,pending,Balud,0
ORD-02926,1550,14,5,06/03/2026,19:50:52,e-wallet,completed,Shkodër,0
ORD-02927,1316,10,4,05/04/2026,19:41:03,bank_transfer,completed,Smolenka,0
ORD-02928,1361,12,4,30/05/2026,12:57:29,bank_transfer,pending,Shayuan,0
ORD-02929,1794,9,1,24/04/2026,12:56:23,e-wallet,completed,Dajie,0
ORD-02930,949,13,2,26/05/2026,23:40:00,bank_transfer,pending,Hajoho,0
ORD-02931,313,4,2,,1:26:30,credit_card,completed,Imaan,0
ORD-02932,1875,7,1,23/03/2026,17:36:48,e-wallet,pending,Maonon,0
ORD-02933,83,12,5,22/03/2026,18:43:26,bank_transfer,cancelled,Goujie,0
ORD-02934,810,6,2,23/04/2026,19:50:21,credit_card,completed,Butel,10
ORD-02935,1248,9,1,22/02/2026,5:03:42,bank_transfer,completed,,0
ORD-02936,1004,13,1,11/06/2026,14:23:17,e-wallet,cancelled,Tojeira,0
ORD-02937,1181,13,5,07/01/2026,7:15:57,bank_transfer,pending,Ostrów Lubelski,0
ORD-02938,1898,8,1,01/03/2026,8:08:16,bank_transfer,cancelled,Daruoyan,10
ORD-02939,1519,9,6,04/03/2026,19:53:51,e-wallet,refunded,Ḩukūmat-e Shīnkaī,0
ORD-02940,648,6,7,24/01/2026,16:05:19,bank_transfer,refunded,Huangliang,0
ORD-02941,86,18,2,22/06/2026,12:54:26,credit_card,cancelled,Cibitungmasjid,0
ORD-02942,814,3,2,20/01/2026,3:05:38,e-wallet,completed,Ishkhoy-Yurt,0
ORD-02943,1316,5,2,10/03/2026,15:22:34,e-wallet,pending,Louveira,30
ORD-02944,720,5,5,02/04/2026,22:32:00,e-wallet,completed,,0
ORD-02945,887,19,4,05/01/2026,23:26:01,bank_transfer,cancelled,Yangqiao,0
ORD-02946,1281,16,1,,18:35:59,bank_transfer,pending,,0
ORD-02947,448,7,6,08/06/2026,22:04:30,bank_transfer,completed,Nagpandayan,0
ORD-02948,1919,11,2,05/06/2026,19:22:46,bank_transfer,pending,Nanterre,0
ORD-02949,1907,1,5,04/01/2026,0:05:15,bank_transfer,completed,Natarleba,0
ORD-02950,1322,4,2,23/01/2026,5:49:19,e-wallet,cancelled,Francova Lhota,0
ORD-02951,747,11,2,16/03/2026,16:39:16,bank_transfer,completed,Bundoc,0
ORD-02952,430,14,1,20/02/2026,15:46:51,e-wallet,refunded,La’ershan,0
ORD-02953,1335,5,7,22/03/2026,20:32:13,credit_card,completed,Memaliaj,0
ORD-02954,1465,6,6,10/03/2026,16:38:08,e-wallet,refunded,Nueva Esperanza,0
ORD-02955,725,20,1,13/06/2026,,e-wallet,completed,Chaoyang,10
ORD-02956,902,20,7,,17:47:34,e-wallet,completed,Sesheke,0
ORD-02957,1348,3,5,08/01/2026,4:12:11,e-wallet,pending,Paris 12,0
ORD-02958,1471,4,2,12/02/2026,4:26:59,bank_transfer,pending,Santa Lucia,0
ORD-02959,1578,13,4,06/06/2026,8:43:22,credit_card,completed,Sukamaju,0
ORD-02960,239,3,3,26/01/2026,18:08:46,cod,cancelled,Longhua,0
ORD-02961,83,10,1,24/02/2026,9:27:24,bank_transfer,cancelled,Bancar,15
ORD-02962,986,12,2,05/06/2026,21:25:01,e-wallet,completed,Tungi,0
ORD-02963,585,15,5,,6:44:41,e-wallet,completed,Huolongping,0
ORD-02964,1902,19,1,02/02/2026,8:04:38,bank_transfer,completed,Niška Banja,0
ORD-02965,21,19,2,06/04/2026,9:28:20,bank_transfer,completed,Nezlobnaya,0
ORD-02966,1260,20,1,09/06/2026,8:27:03,bank_transfer,completed,Fengshan,0
ORD-02967,374,6,5,,9:44:39,cod,pending,Kakamas,0
ORD-02968,1251,18,2,10/06/2026,23:32:35,e-wallet,pending,Göteborg,0
ORD-02969,69,9,1,16/02/2026,0:39:42,e-wallet,completed,Antagan Segunda,10
ORD-02970,1635,9,1,11/04/2026,1:21:04,bank_transfer,refunded,Bima,0
ORD-02971,837,7,1,06/02/2026,4:37:52,e-wallet,pending,Guiwu,15
ORD-02972,539,11,6,12/03/2026,,,cancelled,Shilovo,0
ORD-02973,356,2,2,19/01/2026,6:46:03,bank_transfer,pending,Madette,0
ORD-02974,695,5,1,23/03/2026,17:04:13,cod,completed,Leipzig,10
ORD-02975,526,18,1,23/04/2026,22:38:48,credit_card,completed,Sävsjö,0
ORD-02976,834,4,2,16/04/2026,7:05:59,e-wallet,completed,Anping,0
ORD-02977,1766,8,1,20/04/2026,1:38:11,e-wallet,completed,Nagpandayan,0
ORD-02978,1503,18,5,26/04/2026,18:02:47,bank_transfer,pending,Qingquan,0
ORD-02979,1428,7,1,17/06/2026,23:13:59,credit_card,completed,Longhua,0
ORD-02980,1342,17,3,06/05/2026,10:00:54,bank_transfer,pending,Hanting,0
ORD-02981,1417,17,5,10/01/2026,9:39:39,e-wallet,completed,Le Kremlin-Bicêtre,0
ORD-02982,133,17,2,07/04/2026,2:27:09,cod,pending,Kotlas,15
ORD-02983,630,6,1,29/05/2026,,e-wallet,completed,Novobeysugskaya,15
ORD-02984,1398,2,5,22/04/2026,0:47:53,e-wallet,completed,Bellavista,10
ORD-02985,1114,11,2,24/02/2026,3:59:29,bank_transfer,cancelled,Serpukhov,30
ORD-02986,548,14,1,24/01/2026,10:55:08,e-wallet,cancelled,Uglovoye,0
ORD-02987,1042,2,2,20/06/2026,5:24:16,e-wallet,completed,Jacksonville,0
ORD-02988,719,17,1,29/05/2026,16:41:30,bank_transfer,completed,Vanadzor,0
ORD-02989,862,7,3,11/04/2026,9:09:12,e-wallet,completed,Siqian,0
ORD-02990,353,1,1,19/01/2026,7:58:06,e-wallet,pending,Pākpattan,0
ORD-02991,1109,14,3,10/06/2026,16:08:59,e-wallet,refunded,Jinchang,0
ORD-02992,1873,14,2,23/02/2026,13:52:29,bank_transfer,refunded,Suwaduk,10
ORD-02993,1602,2,3,03/01/2026,,e-wallet,completed,La Seyne-sur-Mer,0
ORD-02994,512,17,2,28/01/2026,20:14:16,cod,completed,Correntina,0
ORD-02995,414,9,5,19/05/2026,12:34:54,e-wallet,pending,Jayune,0
ORD-02996,709,7,6,01/06/2026,22:47:14,e-wallet,pending,General Alvear,0
ORD-02997,1344,14,5,10/01/2026,23:05:03,bank_transfer,pending,Vojnić,15
ORD-02998,448,8,6,,18:09:06,credit_card,pending,Youguzhuang,0
ORD-02999,1633,8,3,,13:13:39,e-wallet,completed,San Diego,10
ORD-03000,417,19,1,07/01/2026,9:07:54,bank_transfer,pending,Tondabayashichō,10
ORD-03001,1434,19,6,,6:15:32,e-wallet,completed,Baharly,0
ORD-03002,660,5,4,24/02/2026,13:31:07,bank_transfer,completed,Saint-Paul,0
ORD-03003,180,8,6,15/06/2026,1:38:26,cod,completed,Tama,0
ORD-03004,924,17,6,14/01/2026,14:57:06,credit_card,pending,Jatake,0
ORD-03005,40,18,3,27/06/2026,22:39:44,cod,refunded,Kinamayan,0
ORD-03006,1570,10,4,05/01/2026,15:50:19,credit_card,completed,Eastern Suburbs Mc,0
ORD-03007,933,2,1,,1:50:42,e-wallet,pending,Clermont-Ferrand,0
ORD-03008,606,3,4,,23:00:40,bank_transfer,completed,Morawica,0
ORD-03009,1703,5,2,18/02/2026,10:53:45,credit_card,completed,,30
ORD-03010,1515,2,2,08/03/2026,13:55:36,bank_transfer,pending,Viso,15
ORD-03011,77,16,4,15/04/2026,4:06:37,e-wallet,completed,Buenaventura,0
ORD-03012,911,5,1,12/05/2026,15:36:20,bank_transfer,completed,Al Majd,0
ORD-03013,1532,13,4,12/01/2026,17:05:16,e-wallet,pending,Ar Ramthā,10
ORD-03014,1879,5,4,24/02/2026,15:36:56,e-wallet,pending,Shreveport,0
ORD-03015,361,3,1,,4:54:03,bank_transfer,pending,Los Arcos,15
ORD-03016,773,17,3,02/02/2026,21:10:48,bank_transfer,cancelled,Champagnole,10
ORD-03017,1849,14,7,03/05/2026,0:29:35,credit_card,completed,Paris 18,0
ORD-03018,1436,1,1,16/02/2026,21:15:19,bank_transfer,completed,Marija Bistrica,0
ORD-03019,598,15,2,14/06/2026,7:53:25,cod,cancelled,Jinqiao,0
ORD-03020,430,15,5,,19:56:42,bank_transfer,completed,Campo Viera,0
ORD-03021,1002,13,7,14/03/2026,7:01:59,credit_card,completed,Rucheng Chengguanzhen,15
ORD-03022,103,6,2,28/01/2026,20:21:18,credit_card,pending,San Cristóbal,0
ORD-03023,535,18,1,10/04/2026,,,cancelled,Vokhaïkó,10
ORD-03024,991,20,2,04/03/2026,18:14:31,cod,pending,Baranti,0
ORD-03025,235,18,5,29/03/2026,15:50:36,e-wallet,completed,Huili Chengguanzhen,15
ORD-03026,994,14,7,04/04/2026,11:03:54,cod,pending,Xianbao,10
ORD-03027,542,18,2,18/05/2026,8:11:34,e-wallet,pending,,0
ORD-03028,658,9,6,05/01/2026,0:35:29,credit_card,completed,Dzięgielów,0
ORD-03029,610,8,1,24/05/2026,5:58:27,cod,completed,Damasak,0
ORD-03030,1181,12,1,05/05/2026,6:55:54,e-wallet,refunded,Puerto Mayor Otaño,0
ORD-03031,1059,4,7,09/04/2026,23:21:29,bank_transfer,cancelled,Ngembel,15
ORD-03032,720,2,4,08/04/2026,10:34:50,e-wallet,completed,Xinyan,0
ORD-03033,264,8,3,,11:23:39,credit_card,completed,Phù Cát,15
ORD-03034,1236,10,2,23/03/2026,22:07:59,credit_card,cancelled,Barueri,0
ORD-03035,42,1,1,24/04/2026,5:14:09,e-wallet,pending,Sidomulyo Kulon,0
ORD-03036,1656,12,5,16/06/2026,23:50:50,credit_card,pending,Chodzież,0
ORD-03037,1319,18,5,29/01/2026,11:16:29,credit_card,completed,Berlin,0
ORD-03038,1516,16,6,02/03/2026,18:37:17,bank_transfer,completed,Xinxing,0
ORD-03039,665,18,1,26/03/2026,13:52:28,e-wallet,completed,Viļāni,0
ORD-03040,696,8,1,09/03/2026,4:11:45,e-wallet,pending,Letsheng,0
ORD-03041,1778,5,6,06/04/2026,8:33:41,bank_transfer,pending,Sedlice,0
ORD-03042,1406,10,1,07/01/2026,1:37:11,e-wallet,pending,Ansermanuevo,0
ORD-03043,1608,3,6,11/04/2026,19:52:57,bank_transfer,completed,Suç,0
ORD-03044,333,13,2,07/01/2026,21:38:36,e-wallet,completed,Kohtla-Järve,0
ORD-03045,498,10,1,06/02/2026,17:22:33,cod,cancelled,Monaghan,0
ORD-03046,1182,16,1,15/06/2026,11:47:48,e-wallet,pending,Niterói,0
ORD-03047,1315,10,2,03/02/2026,19:51:58,credit_card,completed,Yongtai,0
ORD-03048,595,4,2,11/06/2026,1:18:17,cod,completed,Panzhuang,0
ORD-03049,1739,14,2,05/02/2026,21:41:42,e-wallet,completed,Battaramulla South,0
ORD-03050,1881,8,5,19/03/2026,13:29:47,bank_transfer,pending,Kuafeu,0
ORD-03051,843,9,3,04/06/2026,18:49:49,cod,pending,Cachoeiras de Macacu,0
ORD-03052,1315,20,5,25/03/2026,13:07:13,,refunded,Circasia,0
